task,size,subset,positions,balanced_accuracy,macro_f1,auroc,ci95
seed0_trained_l1_m_shuffled_current_transfer,full,all,4979,0.5,0.34615889691398555,0.6125667649156076,"[0.5, 0.5]"
seed0_trained_l1_m_shuffled_current_transfer,full,current_ne_previous,2530,0.5,0.33648046157880934,0.5516503833674709,"[0.5, 0.5]"
seed0_trained_l1_m_shuffled_previous_iid,full,all,18617,0.5784610714298498,0.5444115474195441,0.6053415146129002,"[0.5722300956707067, 0.5853428245642388]"
seed0_trained_l1_m_shuffled_previous_iid,full,current_ne_previous,9976,0.49221909778159356,0.4400050206181487,0.4862337976584381,"[0.48402919255576027, 0.500520839342865]"
seed0_trained_l1_m_shuffled_previous_transfer,full,all,4644,0.35499905261163395,0.34533493447501695,0.3576199746620053,"[0.34014896198587746, 0.36994555491477266]"
seed0_trained_l1_m_shuffled_previous_transfer,full,current_ne_previous,2530,0.5304540718456955,0.5155886790129158,0.5456581375972638,"[0.5114223758470072, 0.5487304634812031]"
seed0_trained_l1_m_shuffled_query_iid,full,all,20000,0.31668531712601955,0.2987731413842448,,"[0.30989830070529106, 0.32347390866806275]"
seed0_trained_l1_m_shuffled_state_iid,full,all,20000,0.0631266167023346,0.014235560292348239,,"[0.06245602071061206, 0.0638240504345471]"
seed0_trained_l1_u_full_A_iid,full,all,20000,0.6207590567162815,0.6207787939501577,0.6661806395994877,"[0.6107545871663413, 0.6306576934663034]"
seed0_trained_l1_u_full_B_iid,full,all,20000,0.6114651848509878,0.6114595454563485,0.652880755394906,"[0.6013476177917153, 0.6223463341318209]"
seed0_trained_l1_u_full_C_iid,full,all,20000,0.6220720750406583,0.6191762867609504,0.6690585249328546,"[0.6116786702989058, 0.6317814266643462]"
seed0_trained_l1_u_full_D_iid,full,all,20000,0.6319346712091383,0.6319256220609684,0.683152121929602,"[0.6219200995637637, 0.6418519157111813]"
seed0_trained_l1_u_full_current_iid,full,all,20000,0.7138906894934934,0.7139197300203036,0.7602678265460504,"[0.7079919025936517, 0.7197734690056267]"
seed0_trained_l1_u_full_current_iid,full,current_ne_previous,9976,0.5068635064262723,0.5068510667116443,0.5231055198093824,"[0.49706381273301614, 0.516853088553571]"
seed0_trained_l1_u_full_current_transfer,full,all,4979,0.7276347652290716,0.7272648478973499,0.7753505906918033,"[0.7147034319160878, 0.739365851603206]"
seed0_trained_l1_u_full_current_transfer,full,current_ne_previous,2530,0.533326437073294,0.5332009246837667,0.5438680268341604,"[0.5135891260429299, 0.551992757024015]"
seed0_trained_l1_u_full_previous_iid,full,all,18617,0.6894699627343708,0.6894443446412108,0.7200323454529478,"[0.6820688637538334, 0.6967573196639001]"
seed0_trained_l1_u_full_previous_iid,full,current_ne_previous,9976,0.5054892616780657,0.5044237156973581,0.4865250860962928,"[0.49543545842459397, 0.515677067339435]"
seed0_trained_l1_u_full_previous_transfer,full,all,4644,0.6727560827905974,0.6705345999877245,0.712677542437426,"[0.6582079612120818, 0.6879293280006212]"
seed0_trained_l1_u_full_previous_transfer,full,current_ne_previous,2530,0.4999359335358875,0.4897586489013558,0.4587852623381072,"[0.4821894534092228, 0.5187630371616883]"
seed0_trained_l1_u_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_trained_l1_u_full_state_iid,full,all,20000,0.10994878390169024,0.04929826535802807,,"[0.10765452272112318, 0.1121833539943789]"
seed0_trained_l1_u_shuffled_A_iid,full,all,20000,0.5220463457320388,0.43494996712281486,0.5540998768605299,"[0.5173356005262396, 0.5268210693782567]"
seed0_trained_l1_u_shuffled_B_iid,full,all,20000,0.5055323732783267,0.43545067179872465,0.5048470880948237,"[0.4989488572698748, 0.5120770332496903]"
seed0_trained_l1_u_shuffled_C_iid,full,all,20000,0.49976542568974563,0.33658037491576637,0.50492759057607,"[0.499018840611415, 0.5004258799047159]"
seed0_trained_l1_u_shuffled_D_iid,full,all,20000,0.5,0.3250539956803456,0.4369933438659971,"[0.5, 0.5]"
seed0_trained_l1_u_shuffled_current_iid,full,all,20000,0.5,0.33967247754886426,0.42850653045662196,"[0.5, 0.5]"
seed0_trained_l1_u_shuffled_current_iid,full,current_ne_previous,9976,0.5,0.3347559349159776,0.5014295923650033,"[0.5, 0.5]"
seed0_trained_l1_u_shuffled_current_transfer,full,all,4979,0.5,0.34615889691398555,0.37486099750200286,"[0.5, 0.5]"
seed0_trained_l1_u_shuffled_current_transfer,full,current_ne_previous,2530,0.5,0.33648046157880934,0.4668682624737406,"[0.5, 0.5]"
seed0_trained_l1_u_shuffled_previous_iid,full,all,18617,0.5,0.33839155620313444,0.3146045863062525,"[0.5, 0.5]"
seed0_trained_l1_u_shuffled_previous_iid,full,current_ne_previous,9976,0.5,0.331904634342352,0.5165887700208046,"[0.5, 0.5]"
seed0_trained_l1_u_shuffled_previous_transfer,full,all,4644,0.5,0.32441082339249344,0.5563071916065107,"[0.5, 0.5]"
seed0_trained_l1_u_shuffled_previous_transfer,full,current_ne_previous,2530,0.5,0.33648046157880934,0.49478436478257093,"[0.5, 0.5]"
seed0_trained_l1_u_shuffled_query_iid,full,all,20000,0.22035687528099482,0.1533206014681678,,"[0.21458494844100215, 0.2263159470123461]"
seed0_trained_l1_u_shuffled_state_iid,full,all,20000,0.06251582416640726,0.011318665149898268,,"[0.062377000018561654, 0.06266983015287621]"
seed0_trained_l2_h_full_A_iid,full,all,20000,0.6346544336240556,0.634628793951911,0.7014573634527166,"[0.6260184067555837, 0.6431852393930676]"
seed0_trained_l2_h_full_B_iid,full,all,20000,0.622083147682104,0.6156522892316207,0.687794106769563,"[0.6143086677416972, 0.6296705511238225]"
seed0_trained_l2_h_full_C_iid,full,all,20000,0.6281985231993858,0.6264865436659358,0.6955841577352205,"[0.6205759561514266, 0.6366399275095088]"
seed0_trained_l2_h_full_D_iid,full,all,20000,0.6303457994955088,0.6303998956642503,0.7033522978157941,"[0.6219279113943414, 0.6388318492584835]"
seed0_trained_l2_h_full_current_iid,full,all,20000,0.8530703706882636,0.8532408590517024,0.9496964161954492,"[0.8489521065921691, 0.8576870769859483]"
seed0_trained_l2_h_full_current_iid,full,current_ne_previous,9976,0.8225102817141442,0.8225329785263288,0.9252309567219419,"[0.8153835745003903, 0.8292743495396012]"
seed0_trained_l2_h_full_current_transfer,full,all,4979,0.835776522842393,0.8382245600608428,0.9477135262950305,"[0.8248832955294415, 0.8457514026648096]"
seed0_trained_l2_h_full_current_transfer,full,current_ne_previous,2530,0.7893044632136613,0.7863833113401192,0.9024152119412389,"[0.7731254223292362, 0.8039567001400209]"
seed0_trained_l2_h_full_previous_iid,full,all,18617,0.7511344579879193,0.7503313283207109,0.8361232152525693,"[0.744543113369339, 0.7578865876268281]"
seed0_trained_l2_h_full_previous_iid,full,current_ne_previous,9976,0.6906614060304384,0.6904770671818637,0.7896643450411429,"[0.6808869013879267, 0.7006686464940001]"
seed0_trained_l2_h_full_previous_transfer,full,all,4644,0.5002071251035626,0.32487210282742895,0.7886530738108418,"[0.5, 0.5006356066977186]"
seed0_trained_l2_h_full_previous_transfer,full,current_ne_previous,2530,0.5004009623095429,0.3373700123765706,0.7807708101938807,"[0.5, 0.5012976838434533]"
seed0_trained_l2_h_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_trained_l2_h_full_state_iid,full,all,20000,0.11995783394647831,0.06211028079978892,,"[0.11745131856454112, 0.12226055152330398]"
seed0_trained_l2_h_shuffled_A_iid,full,all,20000,0.5777830102367498,0.5410541535546085,0.6000967949852402,"[0.5721953838859791, 0.583314192039407]"
seed0_trained_l2_h_shuffled_B_iid,full,all,20000,0.5274944800946393,0.5060616728729602,0.5704281747080666,"[0.5207547532364264, 0.5341268580904773]"
seed0_trained_l2_h_shuffled_C_iid,full,all,20000,0.5009327970227139,0.3405321834804881,0.5183725842078672,"[0.49993265580878854, 0.5019466311157499]"
seed0_trained_l2_h_shuffled_D_iid,full,all,20000,0.5026054484024445,0.43858892812363676,0.4564178493082472,"[0.49753486422271515, 0.5077515394015598]"
seed0_trained_l2_h_shuffled_current_iid,full,all,20000,0.5534789175533754,0.4553687968309893,0.6220162551626821,"[0.5498232751146149, 0.5572066329313792]"
seed0_trained_l2_h_shuffled_current_iid,full,current_ne_previous,9976,0.540572335355913,0.420643049469405,0.6015332937820952,"[0.5362422197268066, 0.5447958528830458]"
seed0_trained_l2_h_shuffled_current_transfer,full,all,4979,0.5,0.34615889691398555,0.39286380442955704,"[0.5, 0.5]"
seed0_trained_l2_h_shuffled_current_transfer,full,current_ne_previous,2530,0.5,0.33648046157880934,0.26460762259664816,"[0.5, 0.5]"
seed0_trained_l2_h_shuffled_previous_iid,full,all,18617,0.5,0.33839155620313444,0.4998848764222871,"[0.5, 0.5]"
seed0_trained_l2_h_shuffled_previous_iid,full,current_ne_previous,9976,0.5,0.331904634342352,0.3451200846332185,"[0.5, 0.5]"
seed0_trained_l2_h_shuffled_previous_transfer,full,all,4644,0.4760264302777891,0.4365608808432796,0.4254314332314117,"[0.46331631571538856, 0.4901901195477759]"
seed0_trained_l2_h_shuffled_previous_transfer,full,current_ne_previous,2530,0.44570101525031863,0.4072116092190857,0.3581534107422897,"[0.42742140037439386, 0.46343297297608654]"
seed0_trained_l2_h_shuffled_query_iid,full,all,20000,0.22486677094984578,0.2200679078096069,,"[0.21856165707202715, 0.2307786791758479]"
seed0_trained_l2_h_shuffled_state_iid,full,all,20000,0.0625,0.011161832339146669,,"[0.0625, 0.0625]"
seed0_trained_l2_m_full_A_iid,full,all,20000,0.6008706973898799,0.5921475206612823,0.6659263543061841,"[0.594566856248547, 0.6074741389824994]"
seed0_trained_l2_m_full_B_iid,full,all,20000,0.5895435237193027,0.5895319172814815,0.6523167472271592,"[0.5819147879815422, 0.5964561361072024]"
seed0_trained_l2_m_full_C_iid,full,all,20000,0.5912926484052152,0.5894903262005597,0.6481157737150588,"[0.584201757256913, 0.5988427024226994]"
seed0_trained_l2_m_full_D_iid,full,all,20000,0.5888387089331857,0.5883389571532719,0.6241149714589486,"[0.5812745596072271, 0.5964621733347022]"
seed0_trained_l2_m_full_current_iid,full,all,20000,0.8477480361310885,0.8471479636287454,0.9490274613375318,"[0.8428982326867351, 0.8523741570788906]"
seed0_trained_l2_m_full_current_iid,full,current_ne_previous,9976,0.8363390666550907,0.8361688626621588,0.9307193341243581,"[0.829497903499236, 0.8427959097166666]"
seed0_trained_l2_m_full_current_transfer,full,all,4979,0.8488184706713635,0.8510305439239358,0.9459899600851533,"[0.8378299053429924, 0.8588167134801562]"
seed0_trained_l2_m_full_current_transfer,full,current_ne_previous,2530,0.8372889947565505,0.8371418350341235,0.9351341114231443,"[0.8219375674463273, 0.8522867225520061]"
seed0_trained_l2_m_full_previous_iid,full,all,18617,0.7741284123257746,0.7730305217941993,0.8525797323151652,"[0.7676845598027487, 0.7811431258536378]"
seed0_trained_l2_m_full_previous_iid,full,current_ne_previous,9976,0.7226355273016087,0.7222033086317543,0.809902882417063,"[0.7128631787314107, 0.7322446026786612]"
seed0_trained_l2_m_full_previous_transfer,full,all,4644,0.7155408844520565,0.7156996361824184,0.8172812926092562,"[0.7023993946591292, 0.7295812432761345]"
seed0_trained_l2_m_full_previous_transfer,full,current_ne_previous,2530,0.5731454633755464,0.571302214195734,0.6791832744651075,"[0.5538166460691538, 0.5910166338615614]"
seed0_trained_l2_m_full_query_iid,full,all,20000,0.9951082447130652,0.9951012904096893,,"[0.9941545005022252, 0.9960292881545778]"
seed0_trained_l2_m_full_state_iid,full,all,20000,0.1086686612543604,0.0592921134762312,,"[0.10615672159816232, 0.11159234528924049]"
seed0_trained_l2_m_shuffled_A_iid,full,all,20000,0.5595466644395432,0.5115572239474988,0.5475544480801375,"[0.5541120024293414, 0.5647031790382512]"
seed0_trained_l2_m_shuffled_B_iid,full,all,20000,0.5385962301499945,0.5034030388695862,0.5544493575199995,"[0.5322959942138524, 0.5442928319797419]"
seed0_trained_l2_m_shuffled_C_iid,full,all,20000,0.5022636848456515,0.3878260869565217,0.5207058368146632,"[0.49891151263075, 0.5055632021017191]"
seed0_trained_l2_m_shuffled_D_iid,full,all,20000,0.5074175651634469,0.42545428549887826,0.48254655384507916,"[0.5029680988037283, 0.5115815832956823]"
seed0_trained_l2_m_shuffled_current_iid,full,all,20000,0.5007470196079437,0.39831144773059535,0.5363199752402633,"[0.4970415601755343, 0.5045366254649973]"
seed0_trained_l2_m_shuffled_current_iid,full,current_ne_previous,9976,0.5180868133599581,0.4096286921172714,0.5759409898742399,"[0.5129141991947319, 0.5231391895759683]"
seed0_trained_l2_m_shuffled_current_transfer,full,all,4979,0.4911082117850803,0.31809319196876795,0.2595073822712798,"[0.48810662071374444, 0.4944284837876341]"
seed0_trained_l2_m_shuffled_current_transfer,full,current_ne_previous,2530,0.4858988149891775,0.32783567497833055,0.2581209712350952,"[0.4806459450332046, 0.49143621991072417]"
seed0_trained_l2_m_shuffled_previous_iid,full,all,18617,0.500329851566795,0.33912299408581364,0.4215116199180648,"[0.5001073295343499, 0.5006137982309403]"
seed0_trained_l2_m_shuffled_previous_iid,full,current_ne_previous,9976,0.5,0.331904634342352,0.5529059307563933,"[0.5, 0.5]"
seed0_trained_l2_m_shuffled_previous_transfer,full,all,4644,0.500843175645803,0.46768664586193354,0.547343783088932,"[0.4883028819730359, 0.513670034436082]"
seed0_trained_l2_m_shuffled_previous_transfer,full,current_ne_previous,2530,0.46005846611759105,0.4307937468561368,0.4957037966724191,"[0.442927606159124, 0.47772026013143515]"
seed0_trained_l2_m_shuffled_query_iid,full,all,20000,0.37720754927458267,0.3609567317773501,,"[0.3704876646377717, 0.38413417084108564]"
seed0_trained_l2_m_shuffled_state_iid,full,all,20000,0.0625,0.011161832339146669,,"[0.0625, 0.0625]"
seed0_trained_l2_u_full_A_iid,full,all,20000,0.6242691137236568,0.6242967229181522,0.6879475788295171,"[0.6160792635757045, 0.6326947874811593]"
seed0_trained_l2_u_full_B_iid,full,all,20000,0.6228903002562747,0.6156162037148578,0.6804729675533151,"[0.6137909103769059, 0.6311241912091717]"
seed0_trained_l2_u_full_C_iid,full,all,20000,0.6195880864511513,0.6185141549931317,0.6928187379757103,"[0.611493279177841, 0.627384581668737]"
seed0_trained_l2_u_full_D_iid,full,all,20000,0.6285141990689471,0.6285725190007305,0.6988913165765607,"[0.6202429728494646, 0.6365559746938037]"
seed0_trained_l2_u_full_current_iid,full,all,20000,0.8494896406875719,0.8497040854488717,0.9337581463569142,"[0.8447305434022685, 0.8545513782508892]"
seed0_trained_l2_u_full_current_iid,full,current_ne_previous,9976,0.7822041937174626,0.7822186092624175,0.8814408226657534,"[0.7738509728323082, 0.7909723563449866]"
seed0_trained_l2_u_full_current_transfer,full,all,4979,0.7965415498462796,0.7864644113998364,0.9292887735203237,"[0.7859941173837985, 0.8066050617199234]"
seed0_trained_l2_u_full_current_transfer,full,current_ne_previous,2530,0.6762121531269747,0.6584137038745199,0.8252879396912683,"[0.6603391137181575, 0.691541390723982]"
seed0_trained_l2_u_full_previous_iid,full,all,18617,0.7283631297863031,0.7255919391247019,0.7977963823021921,"[0.7212396576292796, 0.7353329952229805]"
seed0_trained_l2_u_full_previous_iid,full,current_ne_previous,9976,0.6268552907016004,0.6233171681325576,0.7106961178691208,"[0.6169437049346044, 0.6363342879316531]"
seed0_trained_l2_u_full_previous_transfer,full,all,4644,0.5,0.34202323604420515,0.7630938360312229,"[0.5, 0.5]"
seed0_trained_l2_u_full_previous_transfer,full,current_ne_previous,2530,0.5,0.3301562086311888,0.7157786638048229,"[0.5, 0.5]"
seed0_trained_l2_u_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_trained_l2_u_full_state_iid,full,all,20000,0.11680659574044237,0.06509340028075906,,"[0.11408250919149378, 0.11956320602848676]"
seed0_trained_l2_u_shuffled_A_iid,full,all,20000,0.4974009033884962,0.46501764797661116,0.4880799088881439,"[0.49038911119390005, 0.5039165890005489]"
seed0_trained_l2_u_shuffled_B_iid,full,all,20000,0.5,0.3388866851778395,0.46748003852366404,"[0.5, 0.5]"
seed0_trained_l2_u_shuffled_C_iid,full,all,20000,0.5,0.3347303994943951,0.4419876324891335,"[0.5, 0.5]"
seed0_trained_l2_u_shuffled_D_iid,full,all,20000,0.5,0.34141201264488935,0.46455059299505763,"[0.5, 0.5]"
seed0_trained_l2_u_shuffled_current_iid,full,all,20000,0.5453581018239769,0.4830865644669586,0.6510828241376527,"[0.5399121769089862, 0.5514323142959346]"
seed0_trained_l2_u_shuffled_current_iid,full,current_ne_previous,9976,0.5283525301537997,0.4511851264879051,0.5575659830412009,"[0.5217502508961093, 0.535097622370658]"
seed0_trained_l2_u_shuffled_current_transfer,full,all,4979,0.5,0.34615889691398555,0.5368927363787267,"[0.5, 0.5]"
seed0_trained_l2_u_shuffled_current_transfer,full,current_ne_previous,2530,0.5,0.33648046157880934,0.4811466459487181,"[0.5, 0.5]"
seed0_trained_l2_u_shuffled_previous_iid,full,all,18617,0.574993207477975,0.5542973958399724,0.6348545003099791,"[0.5681980800260463, 0.5813536899728691]"
seed0_trained_l2_u_shuffled_previous_iid,full,current_ne_previous,9976,0.5457332896018829,0.5213662123095213,0.6001633498290936,"[0.5368467235202474, 0.5548200132985094]"
seed0_trained_l2_u_shuffled_previous_transfer,full,all,4644,0.5129688179193865,0.5115095090759733,0.5199167041287557,"[0.4977765092703807, 0.528424210318632]"
seed0_trained_l2_u_shuffled_previous_transfer,full,current_ne_previous,2530,0.6568587681362784,0.6568550242009681,0.692288460348484,"[0.6367426452956297, 0.6749177682181317]"
seed0_trained_l2_u_shuffled_query_iid,full,all,20000,0.1721437388139328,0.16194371505867367,,"[0.1665831466911424, 0.17784882722238568]"
seed0_trained_l2_u_shuffled_state_iid,full,all,20000,0.0625,0.011161832339146669,,"[0.0625, 0.0625]"
seed0_trained_l3_h_full_A_iid,full,all,20000,0.6524025400460046,0.6521570137433064,0.7265160168952667,"[0.6450859167936043, 0.6602107164908739]"
seed0_trained_l3_h_full_B_iid,full,all,20000,0.6509083928658055,0.6466015174452133,0.712069642705904,"[0.6428972967043513, 0.6593156851967752]"
seed0_trained_l3_h_full_C_iid,full,all,20000,0.6549976118552145,0.6537476308350884,0.732134178405541,"[0.6471673833863698, 0.6629985435129645]"
seed0_trained_l3_h_full_D_iid,full,all,20000,0.657121099678028,0.6568801342214481,0.7311651430833692,"[0.6495069417798854, 0.6648380609873036]"
seed0_trained_l3_h_full_current_iid,full,all,20000,0.9299347650915575,0.9294430146820611,0.9887619587190399,"[0.9264345615862131, 0.9334881529708553]"
seed0_trained_l3_h_full_current_iid,full,current_ne_previous,9976,0.9079312290788419,0.9075742037004517,0.9845848647379811,"[0.9019430134663039, 0.9134386759489255]"
seed0_trained_l3_h_full_current_transfer,full,all,4979,0.9260922018060448,0.9287478628243134,0.9902695013137639,"[0.9185056230347498, 0.9327414199076631]"
seed0_trained_l3_h_full_current_transfer,full,current_ne_previous,2530,0.9248778518170812,0.9253220490559592,0.9834364751318988,"[0.9145674423151948, 0.9340047998706338]"
seed0_trained_l3_h_full_previous_iid,full,all,18617,0.8503204003483036,0.8500225635570968,0.929460423758689,"[0.8449794486505793, 0.8557510345188141]"
seed0_trained_l3_h_full_previous_iid,full,current_ne_previous,9976,0.8463916730173736,0.8464106689048985,0.92969019804559,"[0.8390938406773364, 0.8541848596256654]"
seed0_trained_l3_h_full_previous_transfer,full,all,4644,0.5693869096934548,0.4628932340979447,0.9014166242509131,"[0.5628296611942546, 0.575909714440177]"
seed0_trained_l3_h_full_previous_transfer,full,current_ne_previous,2530,0.5946271050521251,0.5178173431779532,0.9357216477769562,"[0.5840778950804041, 0.6056346581513371]"
seed0_trained_l3_h_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_trained_l3_h_full_state_iid,full,all,20000,0.13440295762906726,0.07603865944841523,,"[0.1317236247342881, 0.1370144571754695]"
seed0_trained_l3_h_shuffled_A_iid,full,all,20000,0.5,0.3260774337028675,0.4204591808587982,"[0.5, 0.5]"
seed0_trained_l3_h_shuffled_B_iid,full,all,20000,0.4997393544796688,0.3294759896701644,0.4803219036216759,"[0.4990795123735086, 0.5003851814837925]"
seed0_trained_l3_h_shuffled_C_iid,full,all,20000,0.5,0.3347303994943951,0.4171537468322118,"[0.5, 0.5]"
seed0_trained_l3_h_shuffled_D_iid,full,all,20000,0.5432079539395431,0.4980654844471041,0.6010689215763556,"[0.5376611854565796, 0.5486471834163136]"
seed0_trained_l3_h_shuffled_current_iid,full,all,20000,0.5144065093351029,0.47111990946814664,0.5750077444235346,"[0.5087210040848481, 0.5201817437070636]"
seed0_trained_l3_h_shuffled_current_iid,full,current_ne_previous,9976,0.49162615076417493,0.445986916894347,0.5539783963419928,"[0.48390400276469153, 0.4991100999707127]"
seed0_trained_l3_h_shuffled_current_transfer,full,all,4979,0.5659808508474862,0.5312253551307728,0.6080030789417611,"[0.5539160749790345, 0.5791848629439849]"
seed0_trained_l3_h_shuffled_current_transfer,full,current_ne_previous,2530,0.562809198819177,0.5249804674487762,0.6251505561906643,"[0.5469088378420071, 0.5784724589263011]"
seed0_trained_l3_h_shuffled_previous_iid,full,all,18617,0.5276671517560849,0.49413445188235183,0.5370930361320603,"[0.5208073238528047, 0.5342804530819479]"
seed0_trained_l3_h_shuffled_previous_iid,full,current_ne_previous,9976,0.6216821977626218,0.5991976416714224,0.7376728758895009,"[0.612339642842742, 0.6308797443246548]"
seed0_trained_l3_h_shuffled_previous_transfer,full,all,4644,0.5007772299850275,0.32733417572526485,0.5015969995653159,"[0.4994452611273839, 0.5023432949151151]"
seed0_trained_l3_h_shuffled_previous_transfer,full,current_ne_previous,2530,0.5004347143979534,0.3395008804196513,0.4875839192550039,"[0.498408623325689, 0.5024714251842646]"
seed0_trained_l3_h_shuffled_query_iid,full,all,20000,0.29863841431084137,0.2716274559965799,,"[0.2925130555587706, 0.30471961050342644]"
seed0_trained_l3_h_shuffled_state_iid,full,all,20000,0.06336473251046702,0.012955523811634147,,"[0.0629924854913329, 0.06376010610950844]"
seed0_trained_l3_m_full_A_iid,full,all,20000,0.6300757567362454,0.6299601612368182,0.7109920709176677,"[0.6226700062694606, 0.6374303560337806]"
seed0_trained_l3_m_full_B_iid,full,all,20000,0.6376831543103132,0.6330386926839919,0.7126875450986394,"[0.630277533368204, 0.6452440074807504]"
seed0_trained_l3_m_full_C_iid,full,all,20000,0.6408600507354136,0.6391049069966294,0.7146222033552512,"[0.6329710140588705, 0.648507197809037]"
seed0_trained_l3_m_full_D_iid,full,all,20000,0.6411141424162258,0.6398681787522746,0.7201694422654936,"[0.6331963250487331, 0.6490820411411946]"
seed0_trained_l3_m_full_current_iid,full,all,20000,0.9269435640697821,0.927107619112158,0.9878136621639453,"[0.9232640075641005, 0.9305736866893835]"
seed0_trained_l3_m_full_current_iid,full,current_ne_previous,9976,0.9164666595924615,0.9163975809111193,0.9837430745138895,"[0.9105159279662577, 0.9218205340369116]"
seed0_trained_l3_m_full_current_transfer,full,all,4979,0.9303616105054477,0.9301047870113446,0.9891042118809329,"[0.9234385316458655, 0.9372256982102422]"
seed0_trained_l3_m_full_current_transfer,full,current_ne_previous,2530,0.9148997344210673,0.9146210912526926,0.9836358624689903,"[0.9040704747660684, 0.9248630011702234]"
seed0_trained_l3_m_full_previous_iid,full,all,18617,0.8247108140761148,0.824011690814886,0.9061967430766216,"[0.8193781309958487, 0.8306153700652805]"
seed0_trained_l3_m_full_previous_iid,full,current_ne_previous,9976,0.8224182366578883,0.8223112568395143,0.9077727829601691,"[0.8143662543088533, 0.8303556272828468]"
seed0_trained_l3_m_full_previous_transfer,full,all,4644,0.835809051088382,0.8353839415624907,0.915488870973135,"[0.8242855963409321, 0.8468145895951505]"
seed0_trained_l3_m_full_previous_transfer,full,current_ne_previous,2530,0.7936300433589328,0.7937021506229565,0.8946622322256189,"[0.7752888855458441, 0.8103824273423421]"
seed0_trained_l3_m_full_query_iid,full,all,20000,0.979324042082352,0.9792963871857785,,"[0.9775025297740304, 0.981234923285305]"
seed0_trained_l3_m_full_state_iid,full,all,20000,0.127077411167789,0.06868669911705455,,"[0.12451402060907797, 0.12957054272515534]"
seed0_trained_l3_m_shuffled_A_iid,full,all,20000,0.5,0.3260774337028675,0.5054161055687788,"[0.5, 0.5]"
seed0_trained_l3_m_shuffled_B_iid,full,all,20000,0.5,0.32768589485007393,0.48788038355877517,"[0.5, 0.5]"
seed0_trained_l3_m_shuffled_C_iid,full,all,20000,0.49989873598083107,0.331973854219923,0.4903137705535533,"[0.4996931082592751, 0.5000964840857685]"
seed0_trained_l3_m_shuffled_D_iid,full,all,20000,0.5515398773635207,0.5044097371803657,0.5639407611363613,"[0.5464328586186543, 0.5566217135726187]"
seed0_trained_l3_m_shuffled_current_iid,full,all,20000,0.5,0.33967247754886426,0.07843527735645053,"[0.5, 0.5]"
seed0_trained_l3_m_shuffled_current_iid,full,current_ne_previous,9976,0.5,0.3347559349159776,0.026322273456617435,"[0.5, 0.5]"
seed0_trained_l3_m_shuffled_current_transfer,full,all,4979,0.5,0.34615889691398555,0.40518297165158607,"[0.5, 0.5]"
seed0_trained_l3_m_shuffled_current_transfer,full,current_ne_previous,2530,0.5,0.33648046157880934,0.5416360137283495,"[0.5, 0.5]"
seed0_trained_l3_m_shuffled_previous_iid,full,all,18617,0.5220268931910697,0.49316071966922304,0.5605633965450687,"[0.5155209038040983, 0.5279527631874713]"
seed0_trained_l3_m_shuffled_previous_iid,full,current_ne_previous,9976,0.5159882664660165,0.4890732544448244,0.6240666068574773,"[0.5074288686044989, 0.5246796253441138]"
seed0_trained_l3_m_shuffled_previous_transfer,full,all,4644,0.5232269905372621,0.4724547430773758,0.6255343456147064,"[0.5124346678043563, 0.5339615043610457]"
seed0_trained_l3_m_shuffled_previous_transfer,full,current_ne_previous,2530,0.5715066119716157,0.5343446517822232,0.6693682921630776,"[0.5553155956178674, 0.5872103271254415]"
seed0_trained_l3_m_shuffled_query_iid,full,all,20000,0.3045542539447443,0.2981467631364618,,"[0.2978424887030052, 0.31141659051199483]"
seed0_trained_l3_m_shuffled_state_iid,full,all,20000,0.0625,0.011161832339146669,,"[0.0625, 0.0625]"
seed0_trained_l3_u_full_A_iid,full,all,20000,0.6483036637293322,0.6464986040434744,0.7195206486975797,"[0.640326522889329, 0.6560000124022213]"
seed0_trained_l3_u_full_B_iid,full,all,20000,0.6425796037515663,0.6424063369197537,0.7017353700293835,"[0.6343094992599301, 0.6511375636958273]"
seed0_trained_l3_u_full_C_iid,full,all,20000,0.6472833956779744,0.6472742971278354,0.7216723431753006,"[0.639649151351161, 0.6551915044475503]"
seed0_trained_l3_u_full_D_iid,full,all,20000,0.6522639619478282,0.6474117978277327,0.7228910880270497,"[0.6443602544897147, 0.6597077514570839]"
seed0_trained_l3_u_full_current_iid,full,all,20000,0.919134286742796,0.9195658361286314,0.9846261483124563,"[0.9151404305712724, 0.9225508075874508]"
seed0_trained_l3_u_full_current_iid,full,current_ne_previous,9976,0.9057532581538255,0.9057661875481824,0.9790242982870777,"[0.900050653880887, 0.9115648724822876]"
seed0_trained_l3_u_full_current_transfer,full,all,4979,0.9144026341337675,0.9172107930828861,0.9875241007825589,"[0.9063772573351426, 0.9222938963957753]"
seed0_trained_l3_u_full_current_transfer,full,current_ne_previous,2530,0.9097537910158191,0.9101325834375379,0.9790399530970979,"[0.8993582351119643, 0.9205317355996657]"
seed0_trained_l3_u_full_previous_iid,full,all,18617,0.8408964500946219,0.8411656036111831,0.9204960498294567,"[0.8347938592885896, 0.846920170324731]"
